Formula,E_g_Exp,Source,Priority
ScTlTe2,0.85,Matbench,2
ScZn2,0.0,Matbench,2
ScZn3,0.0,Matbench,2
ScZnNi2,0.0,Matbench,2
ScZnPt2,0.0,Matbench,2
SeS,1.9,Matbench,2
Si(Bi3O5)4,3.2,Matbench,2
SiBi3O7,0.0,Matbench,2
SiGe,0.88,Matbench,2
Si0.0645Ge0.9355,1.04,Matbench,2
ScCrO4,0.0,Matbench,2
SiP2,1.89,Matbench,2
Si0.109Ge0.891,1.13,Matbench,2
Si0.12Ge0.88,0.84,Matbench,2
Si0.162Ge0.838,1.32,Matbench,2
Si0.1Ge0.9,0.8,Matbench,2
Si0.226Ge0.774,1.5,Matbench,2
Si0.2Ge0.8,0.86,Matbench,2
Si0.347Ge0.653,1.91,Matbench,2
Si0.3Ge0.7,0.88,Matbench,2
Si0.458Ge0.542,2.24,Matbench,2
Si0.4Ge0.6,0.9,Matbench,2
Si0.6Ge0.4,0.94,Matbench,2
Sm(ErSe2)3,2.0,Matbench,2
Sm(InS2)3,1.18,Matbench,2
Si0.94Ge0.06,1.06,Matbench,2
ScSnPd,0.0,Matbench,2
Sm(SiAg)2,0.0,Matbench,2
Si0.9Ge0.1,1.04,Matbench,2
Si15(TeP2)4,1.24,Matbench,2
Si2Ni6B,0.0,Matbench,2
Si2NiP3,0.0,Matbench,2
Si2Pd9,0.0,Matbench,2
Si2Ru,0.0,Matbench,2
Si2SbO6,0.0,Matbench,2
Si3N4,5.1,Matbench,2
SiAs2,0.88,Matbench,2
SiAu3,0.0,Matbench,2
SiB3,2.0,Matbench,2
Sm2IrPd,0.0,Matbench,2
Sm2Mn3(SbS3)4,1.5,Matbench,2
SiHg3,0.0,Matbench,2
Si0.07Ge0.93,1.04,Matbench,2
Sm2Pd2Pb,0.0,Matbench,2
SiSb,1.9,Matbench,2
SiSb3,0.0,Matbench,2
SiSe2,1.72,Matbench,2
SiSn,0.59,Matbench,2
SiTe2Os,0.0,Matbench,2
SiW3,0.0,Matbench,2
Sm(BOs)2,0.0,Matbench,2
Sm(CoSi)2,0.0,Matbench,2
Sm(CuO2)2,0.0,Matbench,2
Sm(CuS)3,1.82,Matbench,2
Sm(CuTe)3,0.23,Matbench,2
Sm3Al0.33Si1S7,2.26,Matbench,2
Sm3AlN,0.0,Matbench,2
Sm(MnGe)2,0.0,Matbench,2
Si0.98Ge0.02,1.08,Matbench,2
Sm3Sc,0.0,Matbench,2
Sm(SiNi)2,0.0,Matbench,2
Sm1.82Lu2.18Se6,1.51,Matbench,2
Sm2(PPt2)3,0.0,Matbench,2
Sm2(SnSe3)3,0.7,Matbench,2
Sm2AgRu,0.0,Matbench,2
Sm2AlCd,0.0,Matbench,2
Sm2Cu4Sn5,0.0,Matbench,2
Sm2CuAs3O,0.0,Matbench,2
Sm2Fe17,0.0,Matbench,2
Sm2IO2,0.0,Matbench,2
Sm2In,0.0,Matbench,2
SmAlCu,0.0,Matbench,2
SmAs,1.03,Matbench,2
Sm2Mo2O7,0.0,Matbench,2
SiP,2.0,Matbench,2
SmB(SbO4)2,3.54,Matbench,2
Sm2RuAu,0.0,Matbench,2
Sm2S3,2.96,Matbench,2
Sm2Sc3,2.3,Matbench,2
Sm2Se3,2.3,Matbench,2
Sm2Te3,0.7,Matbench,2
Sm2Tl,0.0,Matbench,2
Sm2TlHg,0.0,Matbench,2
Sm2TlZn,0.0,Matbench,2
Sm2ZrSe5,1.41,Matbench,2
Sm3(Sb7Te12)2,0.0,Matbench,2
Sm3Al,0.0,Matbench,2
SmCuSO,2.9,Matbench,2
SmCuSe2,2.1,Matbench,2
Sm3B(SO)3,2.5,Matbench,2
Sm(NiSn)2,0.0,Matbench,2
SmErMg2,0.0,Matbench,2
Sm3Te4,0.51,Matbench,2
Sm3Zr,0.0,Matbench,2
Sm4Al23Ni6,0.0,Matbench,2
Sm4GaSbS9,2.23,Matbench,2
Sm4In21Pd10,0.0,Matbench,2
Sm4InSbS9,2.13,Matbench,2
Sm4MgRh,0.0,Matbench,2
Sm4U4O17,0.0,Matbench,2
Sm5Br11,0.0,Matbench,2
Sm6Br13,0.0,Matbench,2
SmAg,0.0,Matbench,2
SmNiC2,0.0,Matbench,2
SmP,1.09,Matbench,2
SmAs2Au,0.0,Matbench,2
Sm2O3,5.0,Matbench,2
SmSb,0.59,Matbench,2
SmB6,3.5,Matbench,2
SmB66,0.8,Matbench,2
SmBPd3,0.0,Matbench,2
SmBiW2O9,3.39,Matbench,2
SmC10,0.0,Matbench,2
SmCdHg2,0.0,Matbench,2
SmCo2,0.0,Matbench,2
SmCo3B2,0.0,Matbench,2
SmCoC2,0.0,Matbench,2
SmCrGe3,0.0,Matbench,2
SmCuO3,0.0,Matbench,2
Sn0.03Pb0.97Se1,0.21,Matbench,2
Sn0.03Te1Pb0.97,0.21,Matbench,2
SmCuSeO,2.6,Matbench,2
Sm3OsO7,0.0,Matbench,2
Sn0.06Te1Pb0.94,0.28,Matbench,2
SmHg3,0.0,Matbench,2
SmHgPd,0.0,Matbench,2
SmHoHg2,0.0,Matbench,2
SmHoZn2,0.0,Matbench,2
SmIn2Rh,0.0,Matbench,2
SmInAu,0.0,Matbench,2
SmLuTl2,0.0,Matbench,2
SmMg3,0.0,Matbench,2
SmMgHg2,0.0,Matbench,2
SmNi2B2C,0.0,Matbench,2
SmNiAs,0.0,Matbench,2
Sn0.25Pb0.75Se1,0.04,Matbench,2
Sn0.25Te1Pb0.75,0.04,Matbench,2
SmPbAu,0.0,Matbench,2
SmAu3,0.0,Matbench,2
Sn0.2Te0.2Pb0.8Se0.8,0.14,Matbench,2
SmSb2,0.0,Matbench,2
SmSe,0.46,Matbench,2
SmSi3Pt5,0.0,Matbench,2
SmSnPd,0.0,Matbench,2
SmSnRh2,0.0,Matbench,2
SmSnTe2,0.52,Matbench,2
SmTh3,0.0,Matbench,2
SmTmZn2,0.0,Matbench,2
Sn(PO3)3,0.0,Matbench,2
Sn0.001Pb0.999Se1,0.24,Matbench,2
Sn0.01Te1Pb0.99,0.23,Matbench,2
Sn2WO5,2.6,Matbench,2
Sn3As2,0.47,Matbench,2
Sn0.05Pb0.95Se1,0.12,Matbench,2
SmCuSi,0.0,Matbench,2
Sn3Pd,0.0,Matbench,2
Sn0.07Pb0.93Se1,0.08,Matbench,2
Sn0.08Pb0.92Se1,0.06,Matbench,2
Sn0.08Te0.08Pb0.92Se0.92,0.22,Matbench,2
Sn0.08Te1Pb0.92,0.13,Matbench,2
Sn0.13Pb0.87Se1,0.02,Matbench,2
Sn0.15Pb0.85Se1,0.13,Matbench,2
Sn0.15Te0.15Pb0.85Se0.85,0.18,Matbench,2
Sn0.17Pb0.83Se1,0.04,Matbench,2
Sn0.17Te1Pb0.83,0.15,Matbench,2
Sn0.1Te1Pb0.9,0.16,Matbench,2
Sn0.23Te1Pb0.77,0.04,Matbench,2
SnO2,3.6,Matbench,2
SnPt3C,0.0,Matbench,2
Sn0.28Te0.28Pb0.72Se0.72,0.12,Matbench,2
SmS,2.3,Matbench,2
SnSb3(PO4)4,0.0,Matbench,2
Sn0.2Te1Pb0.8,0.08,Matbench,2
Sn0.35Te0.35Pb0.65Se0.65,0.09,Matbench,2
Sn0.99Te1Pb0.01,0.26,Matbench,2
Sn1Se0.01S0.99,1.08,Matbench,2
Sn1Se0.2S0.8,1.03,Matbench,2
Sn1Se0.6S0.4,0.98,Matbench,2
Sn1Se0.75S0.25,0.94,Matbench,2
Sn1Se0.99S0.01,0.89,Matbench,2
Sn2BiSI5,1.32,Matbench,2
Sn2S,0.85,Matbench,2
Sn2SbS2I3,1.5,Matbench,2
Sr(Sb3Ru)4,0.0,Matbench,2
Sr(YbS2)2,0.0,Matbench,2
Sn3Ir2Se3,0.43,Matbench,2
Sn0.06Pb0.94Se1,0.14,Matbench,2
Sr2Be2B2O7,8.0,Matbench,2
Sn3WO6,2.49,Matbench,2
Sn5(BIr3)2,0.0,Matbench,2
Sn5(BRh3)2,0.0,Matbench,2
SnAs3,0.0,Matbench,2
SnB,0.0,Matbench,2
SnCl2,3.9,Matbench,2
SnGeS3,2.23,Matbench,2
SnHgO3,1.6,Matbench,2
SnI2,2.4,Matbench,2
SnI4,2.38,Matbench,2
SnO,3.0,Matbench,2
Sr2Pr2Pt1O7.07,3.05,Matbench,2
Sr2ScSbO6,3.57,Matbench,2
SnRh,0.0,Matbench,2
Sn0.2Pb0.8Se1,0.06,Matbench,2
Sr2V2(SeO5)3,2.96,Matbench,2
SnSe2,1.62,Matbench,2
SnTe,0.3,Matbench,2
Sr(CeS2)2,0.0,Matbench,2
Sr(CeSe2)2,0.0,Matbench,2
Sr(CoP)2,0.0,Matbench,2
Sr(GaAu)2,0.0,Matbench,2
Sr(In4Rh)2,0.0,Matbench,2
Sr(LaS2)2,2.85,Matbench,2
Sr(NdS2)2,2.45,Matbench,2
Sr(PrS2)2,2.7,Matbench,2
Sr(RuO3)2,0.0,Matbench,2
Sr3Sb2,0.0,Matbench,2
Sr3ScNiO6,0.0,Matbench,2
Sr0.5Ta1O3,3.7,Matbench,2
Sn3P3O13,0.0,Matbench,2
Sr4Ga8Ge15,0.05,Matbench,2
Sr2Co2O5,0.0,Matbench,2
Sr2CoReO6,0.0,Matbench,2
Sr2Cu(ClO)2,0.0,Matbench,2
Sr2GaCo2O7,0.0,Matbench,2
Sr2GeN2,0.0,Matbench,2
Sr2HoRuO6,0.0,Matbench,2
Sr2La2.58Bi5.42S14,1.0,Matbench,2
Sr2La2Pt1O7.13,2.52,Matbench,2
Sr2Li2Nb3O10,0.0,Matbench,2
Sr2MgIrO6,0.0,Matbench,2
Sr2MgReO6,0.0,Matbench,2
Sr8Co8O23,0.0,Matbench,2
Sr8Fe3N8,0.0,Matbench,2
Sr2SmTaO6,3.38,Matbench,2
SnS2,2.43,Matbench,2
SrB2,0.0,Matbench,2
Sr2V3Se5O18,2.47,Matbench,2
Sr2YBi2O7,0.0,Matbench,2
Sr2YReO6,0.0,Matbench,2
Sr2ZnReO6,0.0,Matbench,2
Sr3(AlSn)2,0.0,Matbench,2
Sr3(SnIr)4,0.0,Matbench,2
Sr3Bi(PO4)3,4.0,Matbench,2
Sr3Co2S2O5,0.0,Matbench,2
Sr3Eu(PO4)3,3.99,Matbench,2
Sr3Ge(SbSe4)2,0.75,Matbench,2
Sr3Li4La5O12,0.0,Matbench,2
SrIn4Ir,0.0,Matbench,2
SrIn4Pt,0.0,Matbench,2
Sr3Se3ClO8,4.4,Matbench,2
Sr10Al4Si6O,0.0,Matbench,2
SrLi2Sn,0.0,Matbench,2
Sr4Te3(ClO2)4,4.0,Matbench,2
Sr4V2(Se2O7)3,2.66,Matbench,2
Sr5Bi3,0.0,Matbench,2
Sr5Cd2Sb5F,0.0,Matbench,2
Sr5Sn3,0.0,Matbench,2
Sr5V3O12F,4.5,Matbench,2
Sr6Nb7O21,0.0,Matbench,2
Sr7Bi23O40,0.0,Matbench,2
Sr8(MnN3)3,0.0,Matbench,2
Sr8.007Ge2.043Bi7.949Se24,0.74,Matbench,2
Sr8Al7,0.0,Matbench,2
SrRhF6,0.0,Matbench,2
SrS,4.76,Matbench,2
SrAg,0.0,Matbench,2
Sr2TiO4,3.41,Matbench,2
SrSeO4,4.75,Matbench,2
SrB6,3.68,Matbench,2
SrBiClO2,3.52,Matbench,2
SrCd,0.0,Matbench,2
SrCdSi,0.0,Matbench,2
SrCrO4,2.45,Matbench,2
SrCuBi,0.0,Matbench,2
SrGe2,0.9,Matbench,2
SrIn2,0.0,Matbench,2
SrIn2(GeIr)4,0.25,Matbench,2
SrIn2Ir,0.0,Matbench,2
SrIn2Rh,0.0,Matbench,2
SrZnSb2,0.0,Matbench,2
SrZr2Nb,0.0,Matbench,2
SrLa3MnO8,0.0,Matbench,2
Sr3Ti2O7,3.26,Matbench,2
Ta22(CuS12)3,0.0,Matbench,2
SrLi4(BO3)2,6.67,Matbench,2
SrMgIn3,0.0,Matbench,2
SrMgSnSe4,2.0,Matbench,2
SrMnGe,0.0,Matbench,2
SrN2,0.0,Matbench,2
SrNi2(PO4)2,0.0,Matbench,2
SrNi5As3,0.0,Matbench,2
SrO,5.7,Matbench,2
SrPb3,0.0,Matbench,2
SrPb3Br8,3.2,Matbench,2
SrPbO3,1.78,Matbench,2
Ta3P,0.0,Matbench,2
Ta4AlC3,0.0,Matbench,2
SrSbAu,0.0,Matbench,2
SrAl,0.0,Matbench,2
Ta5N6,0.0,Matbench,2
SrSiPd,0.0,Matbench,2
SrSnO3,4.1,Matbench,2
SrSnP,0.0,Matbench,2
SrTaNO2,1.99,Matbench,2
SrTe,3.73,Matbench,2
SrTh(PS4)2,3.02,Matbench,2
SrTl2,0.0,Matbench,2
SrTlHg2,0.0,Matbench,2
SrUS2,0.0,Matbench,2
SrV13O18,0.0,Matbench,2
SrZnSO,3.1,Matbench,2
TaInNi,0.0,Matbench,2
TaN,2.3,Matbench,2
Ta11(CuO15)2,2.59,Matbench,2
SrLaMn2O6,0.0,Matbench,2
TaPt3,0.0,Matbench,2
Ta2Mn3O8,1.89,Matbench,2
Ta2MoOs,0.0,Matbench,2
Ta2N,0.0,Matbench,2
Ta2Nb3O12,0.0,Matbench,2
Ta2O5,4.2,Matbench,2
Ta2OsW,0.0,Matbench,2
Ta2PtSe7,0.0,Matbench,2
Ta2TiN3,0.0,Matbench,2
Ta2Tl4S11,1.26,Matbench,2
Ta2TlO6,0.0,Matbench,2
Ta3B4,0.0,Matbench,2
Tb(GePd)2,0.0,Matbench,2
Tb(GeRh)2,0.0,Matbench,2
Ta4FeTe4,0.0,Matbench,2
SrSe,4.42,Matbench,2
Tb(Ni2P)2,0.0,Matbench,2
Ta6Be15Cu8,0.0,Matbench,2
Ta6Ni16Ge7,0.0,Matbench,2
Ta7Cu3O19,2.47,Matbench,2
TaAl3,0.0,Matbench,2
TaAlPt,0.0,Matbench,2
TaAs,0.0,Matbench,2
TaBe2,0.0,Matbench,2
TaCoSn2,0.0,Matbench,2
TaCu3S4,3.0,Matbench,2
TaF3,0.0,Matbench,2
TaGaPt,0.0,Matbench,2
Tb2Ti3Ge4,0.0,Matbench,2
Tb3(MnC3)2,0.0,Matbench,2
TaNiB2,0.0,Matbench,2
Ta11(CuO6)5,2.58,Matbench,2
Tb3Ni13B2,0.0,Matbench,2
TaRh3,0.0,Matbench,2
TaTiFe2,0.0,Matbench,2
TaTlS3,0.78,Matbench,2
TaW3,0.0,Matbench,2
Tb(Al2Fe)4,0.0,Matbench,2
Tb(AlC)3,0.0,Matbench,2
Tb(CoB)2,0.0,Matbench,2
Tb(CoGe)2,0.0,Matbench,2
Tb(CuSe)3,0.16,Matbench,2
Tb(CuTe)3,0.46,Matbench,2
Tb(FeP3)4,0.0,Matbench,2
TbCo2,0.0,Matbench,2
TbCu5,0.0,Matbench,2
Tb(InS2)3,1.2,Matbench,2
Ta4N5,0.0,Matbench,2
TbGa3,0.0,Matbench,2
Tb0.52Pr2.48Ga1.67S7,2.61,Matbench,2
Tb10B7C10,0.0,Matbench,2
Tb11S16,0.0,Matbench,2
Tb2AlCo2,0.0,Matbench,2
Tb2C3,0.0,Matbench,2
Tb2EuSe4,2.0,Matbench,2
Tb2GeS5,2.1,Matbench,2
Tb2In16Pt7,0.0,Matbench,2
Tb2O3,3.0,Matbench,2
Tb2Sb5,0.0,Matbench,2
Tb2SbO2,0.0,Matbench,2
TbRh2,0.0,Matbench,2
TbSb2,0.0,Matbench,2
Tb3FeB7,0.0,Matbench,2
TaPd3,0.0,Matbench,2
TbTe,0.0,Matbench,2
Tb3ReO7,0.0,Matbench,2
Tb3Si,0.0,Matbench,2
Tb4Al2O9,4.59,Matbench,2
Tb4GaSbS9,2.44,Matbench,2
Tb5Ti5O17,0.0,Matbench,2
Tb5Tl3,0.0,Matbench,2
Tb6PbSe10,0.0,Matbench,2
TbB(SbO4)2,3.53,Matbench,2
TbBRh3,0.0,Matbench,2
TbBe13,0.0,Matbench,2
TbCl,0.0,Matbench,2
Te0.01Pb1Se0.99,0.26,Matbench,2
Te0.05Pb1Se0.95,0.26,Matbench,2
TbGa,0.0,Matbench,2
Tb(MnGe)6,0.0,Matbench,2
Te0.5Se0.5,1.0,Matbench,2
TbH2,0.0,Matbench,2
TbHg2,0.0,Matbench,2
TbIn2Ni,0.0,Matbench,2
TbInAg2,0.0,Matbench,2
TbInIr,0.0,Matbench,2
TbMn5Ge3,0.0,Matbench,2
TbNi5,0.0,Matbench,2
TbNiGe2,0.0,Matbench,2
TbNiO3,0.0,Matbench,2
TbP,0.0,Matbench,2
TbPt,0.0,Matbench,2
Te2Pd3Pb2,0.0,Matbench,2
Te2Ru,0.25,Matbench,2
TbSe2,0.0,Matbench,2
Tb3Ge5,0.0,Matbench,2
Te4Mo(WS)2,0.0,Matbench,2
TbTl,0.0,Matbench,2
TbWClO4,4.24,Matbench,2
TbYHg2,0.0,Matbench,2
TbYbHg2,0.0,Matbench,2
TbYbRh2,0.0,Matbench,2
TbZn2,0.0,Matbench,2
TbZrSb,0.0,Matbench,2
Tc3Pd,0.0,Matbench,2
TcB,0.0,Matbench,2
TcS2,1.0,Matbench,2
TcSe2,0.88,Matbench,2
Th(Al5Fe)2,0.0,Matbench,2
Th(FeGe)2,0.0,Matbench,2
Te0.4Se0.6,1.2,Matbench,2
TbGa2Co3,0.0,Matbench,2
Th(MnGe)2,0.0,Matbench,2
Te0.6Se0.4,0.7,Matbench,2
Te0.8Se0.2,0.4,Matbench,2
Te0.99Pb1Se0.01,0.3,Matbench,2
Te2Au,0.0,Matbench,2
Te2Mo(WS2)3,0.0,Matbench,2
Te2Mo2WSe4,0.0,Matbench,2
Te2Mo3Se4,0.0,Matbench,2
Te2MoWS2,0.0,Matbench,2
Te2Os,0.3,Matbench,2
Te2Pd,1.8,Matbench,2
Te2Pd3,0.0,Matbench,2
ThBi2,0.0,Matbench,2
ThCrB4,0.0,Matbench,2
Te2W2SeS,0.0,Matbench,2
TbSnAu,0.0,Matbench,2
ThIr5,0.0,Matbench,2
Te4MoW3S4,0.0,Matbench,2
TeAs,0.74,Matbench,2
TeI,1.1,Matbench,2
TeI4,1.1,Matbench,2
TeMoSe,0.0,Matbench,2
TeO2,3.0,Matbench,2
TePb3Cl4O3,3.79,Matbench,2
TePd,0.0,Matbench,2
TeSe,1.58,Matbench,2
TeWCl9,0.0,Matbench,2
Th(Al2Fe)4,0.0,Matbench,2
ThU8O18,0.0,Matbench,2
Ti(Bi3O5)4,3.09,Matbench,2
Th(FeSi)2,0.0,Matbench,2
Te0.5Pb1Se0.5,0.29,Matbench,2
Ti13S24,0.0,Matbench,2
Th(SiRu)2,0.0,Matbench,2
Th2CrN3,0.0,Matbench,2
Th2Fe7,0.0,Matbench,2
Th2GeSe2,1.98,Matbench,2
Th2In,0.0,Matbench,2
Th2Se5,0.37,Matbench,2
Th3B2C3,0.0,Matbench,2
Th6Mg23,0.0,Matbench,2
ThAl,0.0,Matbench,2
ThAl3,0.0,Matbench,2
ThAsSe,0.0,Matbench,2
Ti2MnFe,0.0,Matbench,2
Ti2NiH,0.0,Matbench,2
ThFe2SiC,0.0,Matbench,2
Te3MoWS,0.0,Matbench,2
Ti2RePd,0.0,Matbench,2
ThMn4(CuO4)3,0.0,Matbench,2
ThPSe,0.0,Matbench,2
ThPd3,0.0,Matbench,2
ThRh2,0.0,Matbench,2
ThRu3C,0.0,Matbench,2
ThS,0.0,Matbench,2
ThSO,2.22,Matbench,2
ThSeO,1.65,Matbench,2
ThSi,0.0,Matbench,2
ThSi2Ru3,0.0,Matbench,2
ThTeO,1.45,Matbench,2
Ti3SnC2,0.0,Matbench,2
Ti4NiBi2,0.0,Matbench,2
Ti10O11,0.0,Matbench,2
Th(GePd)2,0.0,Matbench,2
Ti5(B6O13)2,0.0,Matbench,2
Ti1C0.9,0.3,Matbench,2
Ti20(Sb3Se)3,0.0,Matbench,2
Ti2AlV,0.0,Matbench,2
Ti2B,0.0,Matbench,2
Ti2BRh6,0.0,Matbench,2
Ti2Be17,0.0,Matbench,2
Ti2C,0.0,Matbench,2
Ti2Cd,0.0,Matbench,2
Ti2CoGe,0.0,Matbench,2
Ti2CoS4,0.0,Matbench,2
Ti2CuS4,0.0,Matbench,2
TiC,0.0,Matbench,2
TiCoGe,0.0,Matbench,2
Ti2NiSe4,0.0,Matbench,2
ThHg2,0.0,Matbench,2
TiCr3(PO4)6,0.0,Matbench,2
Ti2ReRh,0.0,Matbench,2
Ti2ReRu,0.0,Matbench,2
Ti2Sb(PO4)3,0.0,Matbench,2
Ti2TcNi,0.0,Matbench,2
Ti2TcPd,0.0,Matbench,2
Ti2ZnS4,0.0,Matbench,2
Ti3Be,0.0,Matbench,2
Ti3Cu3O,0.0,Matbench,2
Ti3Fe3O,0.0,Matbench,2
Ti3PO7,0.0,Matbench,2
Ti3Pt5,0.0,Matbench,2
TiO2,3.3,Matbench,2
TiOs3,0.0,Matbench,2
Ti4O5,0.0,Matbench,2
Ti11O18,0.0,Matbench,2
TiReN3,0.0,Matbench,2
Ti5Zn4(TeO6)3,0.0,Matbench,2
Ti5ZnO7,0.0,Matbench,2
Ti6H2O13,3.4,Matbench,2
Ti9O10,0.0,Matbench,2
Ti9O8,0.0,Matbench,2
TiAl,0.0,Matbench,2
TiAlAu2,0.0,Matbench,2
TiAsRh,0.0,Matbench,2
TiAuCl,0.0,Matbench,2
TiBi25O39,3.1,Matbench,2
TiBr2,0.0,Matbench,2
Tl(Cu3S2)2,0.0,Matbench,2
Tl(MoSe)3,0.0,Matbench,2
TiCoSb,0.95,Matbench,2
Ti2OsRu,0.0,Matbench,2
Tl0.005Te1Pb0.995,0.48,Matbench,2
TiFe2,0.0,Matbench,2
TiFe2As,0.0,Matbench,2
TiFe2Sb,0.0,Matbench,2
TiFe2Si,0.4,Matbench,2
TiFeH2,0.0,Matbench,2
TiGaIr2,0.0,Matbench,2
TiHgO3,0.0,Matbench,2
TiI,0.0,Matbench,2
TiMn2Al,0.0,Matbench,2
TiMn2Ge,0.0,Matbench,2
TiNiSb,0.42,Matbench,2
Tl2Hg3Te4,0.9,Matbench,2
Tl2InGaSe4,2.05,Matbench,2
TiPO4,0.0,Matbench,2
Ti4ZnO8,0.0,Matbench,2
Tl2O3,2.25,Matbench,2
TiS2,1.95,Matbench,2
TiS3,0.9,Matbench,2
TiSe,0.0,Matbench,2
TiSe2,1.55,Matbench,2
TiTc2Sb,0.0,Matbench,2
TiTe2,1.0,Matbench,2
TiTlPS5,1.3,Matbench,2
TiTlS2,1.0,Matbench,2
TiTlSe2,0.56,Matbench,2
TiV4CuO12,0.0,Matbench,2
TiZn3,0.0,Matbench,2
Tl3Si,0.0,Matbench,2
Tl4CdI6,2.8,Matbench,2
Tl(WO3)3,0.0,Matbench,2
TiCoSn,0.0,Matbench,2
Tl5Te3,0.0,Matbench,2
Tl0.01Te1Pb0.99,0.59,Matbench,2
Tl0.04Te1Pb0.96,0.57,Matbench,2
Tl0.07Te1Pb0.93,0.54,Matbench,2
Tl16O15F17,0.0,Matbench,2
Tl2.35Sb8.65Se14,0.6,Matbench,2
Tl2BiP2S7,1.8,Matbench,2
Tl2CdTe4,0.0,Matbench,2
Tl2Cu2SnS4,1.4,Matbench,2
Tl2GeTe3,0.36,Matbench,2
Tl2Hg3S4,2.05,Matbench,2
Tl2Hg3Se4,1.57,Matbench,2
TlCoMo2,0.0,Matbench,2
TlCr5(Se3S)2,0.75,Matbench,2
Tl2InGaTe4,0.88,Matbench,2
TiPd,0.0,Matbench,2
TlCr5S8,1.01,Matbench,2
Tl2PAuS4,2.2,Matbench,2
Tl2S,1.0,Matbench,2
Tl2Se,0.37,Matbench,2
Tl2Te3As2Se,0.67,Matbench,2
Tl2TeBr6,2.06,Matbench,2
Tl2TeI6,1.47,Matbench,2
Tl2TeS3,1.6,Matbench,2
Tl3AsSe3,1.3,Matbench,2
Tl3Cr,0.0,Matbench,2
Tl3Ir,0.0,Matbench,2
Tl3Pb,0.0,Matbench,2
TlHg6S4Br5,3.03,Matbench,2
TlHg6Se4Br5,2.8,Matbench,2
Tl4CuTeO6,2.2,Matbench,2
Tl0.001Te1Pb0.999,0.3,Matbench,2
TlInTe2,0.62,Matbench,2
Tl6Cu(TeO5)2,2.3,Matbench,2
Tl8Os8O27,0.0,Matbench,2
Tl9SbSe6,0.0,Matbench,2
TlAgSe2,0.72,Matbench,2
TlAgTe2,0.1,Matbench,2
TlAsS2,2.15,Matbench,2
TlAsSe2,1.35,Matbench,2
TlBiTe2,0.12,Matbench,2
TlBiTe3,0.5,Matbench,2
TlCdS2,1.5,Matbench,2
TlCoBi,0.0,Matbench,2
TlTe,0.0,Matbench,2
TlTeP,0.3,Matbench,2
TlCr5(SeS)4,0.85,Matbench,2
Tl2Mo7O22,0.0,Matbench,2
Tm(CuGe)2,0.0,Matbench,2
TlCr5Se3S5,0.89,Matbench,2
TlCr5Se5S3,0.8,Matbench,2
TlCr5Se7S,0.71,Matbench,2
TlCr5Se8,0.67,Matbench,2
TlCr5SeS7,0.97,Matbench,2
TlCuCl3,2.98,Matbench,2
TlCuSe2,1.07,Matbench,2
TlFeI3,0.0,Matbench,2
TlGaS2,3.4,Matbench,2
TlGaSe2,1.65,Matbench,2
TlGaTe2,1.8,Matbench,2
Tm2In,0.0,Matbench,2
Tm2IrPd,0.0,Matbench,2
TlInGeS4,2.3,Matbench,2
Tl4In3GaS8,2.63,Matbench,2
Tm2O3,4.53,Matbench,2
TlN,1.4,Matbench,2
TlN3,3.58,Matbench,2
TlNi,0.0,Matbench,2
TlPS2,1.6,Matbench,2
TlPSe2,0.5,Matbench,2
TlS,1.36,Matbench,2
TlS2,1.8,Matbench,2
TlSbSe2,0.82,Matbench,2
TlSbTe3,0.38,Matbench,2
TlSn,0.0,Matbench,2
TlSnAuSe3,1.2,Matbench,2
TmAl4Ni,0.0,Matbench,2
TmAlCu,0.0,Matbench,2
TlZn2Tc,0.0,Matbench,2
TlCr5(SeS3)2,0.94,Matbench,2
TmAu2,0.0,Matbench,2
Tm(CuS)2,0.0,Matbench,2
Tm(CuTe)3,0.14,Matbench,2
Tm(FeSi)2,0.0,Matbench,2
Tm(GeRu)2,0.0,Matbench,2
Tm(MnGe)6,0.0,Matbench,2
Tm(NiGe)2,0.0,Matbench,2
Tm(SiOs)2,0.0,Matbench,2
Tm2AlOs,0.0,Matbench,2
Tm2CdHg,0.0,Matbench,2
Tm2CuTc,0.0,Matbench,2
Tm2Ga10Os3,0.0,Matbench,2
TmMg2Sc,0.0,Matbench,2
TmMgAg2,0.0,Matbench,2
Tm2MgRu,0.0,Matbench,2
TlInHgS3,1.74,Matbench,2
TmMnO3,0.0,Matbench,2
Tm2Ru2O7,0.0,Matbench,2
Tm2ZnAg,0.0,Matbench,2
Tm2ZnGa,0.0,Matbench,2
Tm2ZnHg,0.0,Matbench,2
Tm2ZnOs,0.0,Matbench,2
Tm3(GePd)4,0.0,Matbench,2
Tm3GaC,0.0,Matbench,2
Tm4In(NiGe2)2,0.0,Matbench,2
Tm4Sb2Se11.68,1.22,Matbench,2
Tm5(Ge5Rh2)2,0.0,Matbench,2
Tm5Ti5O17,0.0,Matbench,2
U(CrC)4,0.0,Matbench,2
U(CuP)2,0.0,Matbench,2
TmAs,1.18,Matbench,2
Tm(CoSi)2,0.0,Matbench,2
U11O5,0.0,Matbench,2
TmB2C,0.0,Matbench,2
TmBPd3,0.0,Matbench,2
TmBRh3,0.0,Matbench,2
TmCdAg2,0.0,Matbench,2
TmCoSi2,0.0,Matbench,2
TmCu4Ag,0.0,Matbench,2
TmCuSi,0.0,Matbench,2
TmGe,0.0,Matbench,2
TmH2,0.0,Matbench,2
TmIn3,0.0,Matbench,2
